index,prediction
73114,8.0 centimetre
73115,139.0 centimetre
73116,59.0 centimetre
73117,188.0 centimetre
73118,81.0 centimetre
73119,43.0 inch
73120,193.0 centimetre
73121,172.0 centimetre
73122,69.0 centimetre
73123,180.0 centimetre
73124,46.0 centimetre
73125,102.0 centimetre
73126,85.0 centimetre
73127,19.0 watt
73128,34.0 volt
73129,45.0 inch
73130,25.0 inch
73131,141.0 gram
73132,47.0 centimetre
73133,38.0 centimetre
73134,154.0 centimetre
73135,177.0 centimetre
73136,110.0 centimetre
73137,103.0 inch
73138,69.0 inch
73139,184.0 centimetre
73140,111.0 inch
73141,188.0 centimetre
73142,94.0 centimetre
73143,33.0 centimetre
73144,173.0 gram
73145,73.0 volt
73146,88.0 gram
73147,16.0 gram
73148,78.0 centimetre
73149,103.0 centimetre
73150,7.0 centimetre
73151,72.0 inch
73152,96.0 centimetre
73153,144.0 centimetre
73154,36.0 centimetre
73155,96.0 centimetre
73156,33.0 millimetre
73157,194.0 centimetre
73158,185.0 volt
73159,26.0 centimetre
73160,192.0 inch
73161,62.0 gram
73162,64.0 watt
73163,131.0 volt
73164,41.0 centimetre
73165,98.0 pound
73166,6.0 centimetre
73167,113.0 centimetre
73168,16.0 centimetre
73169,182.0 watt
73170,136.0 volt
73171,128.0 inch
73172,132.0 centimetre
73173,45.0 centimetre
73174,188.0 centimetre
73175,14.0 centimetre
73176,39.0 centimetre
73177,167.0 centimetre
73178,33.0 kilogram
73179,185.0 kilogram
73180,112.0 centimetre
73181,81.0 centimetre
73182,186.0 inch
73183,108.0 gram
73184,45.0 centimetre
73185,160.0 centimetre
73186,162.0 volt
73187,14.0 gram
73188,189.0 gram
73189,173.0 centimetre
73190,138.0 gram
73191,9.0 gram
73192,9.0 volt
73193,133.0 watt
73194,145.0 inch
73195,168.0 centimetre
73196,112.0 centimetre
73197,129.0 centimetre
73198,194.0 inch
73199,13.0 centimetre
73200,117.0 centimetre
73201,10.0 gram
73202,65.0 centimetre
73203,18.0 centimetre
73204,35.0 centimetre
73205,77.0 centimetre
73206,147.0 centimetre
73207,60.0 centimetre
73208,82.0 centimetre
73209,186.0 centimetre
73210,129.0 centimetre
73211,183.0 centimetre
73212,132.0 centimetre
73213,122.0 volt
73214,90.0 gram
73215,118.0 watt
73216,152.0 centimetre
73217,119.0 centimetre
73218,141.0 centimetre
73219,170.0 centimetre
73220,190.0 centimetre
73221,132.0 kilogram
73222,139.0 inch
73223,155.0 centimetre
73224,112.0 centimetre
73225,185.0 centimetre
73226,49.0 centimetre
73227,21.0 watt
73228,100.0 volt
73229,24.0 inch
73230,49.0 centimetre
73231,35.0 centimetre
73232,23.0 centimetre
73233,101.0 inch
73234,97.0 centimetre
73235,104.0 centimetre
73236,120.0 centimetre
73237,146.0 centimetre
73238,194.0 centimetre
73239,26.0 centimetre
73240,155.0 centimetre
73241,173.0 fluid ounce
73242,142.0 centimetre
73243,58.0 centimetre
73244,36.0 inch
73245,52.0 fluid ounce
73246,151.0 volt
73247,68.0 watt
73248,8.0 centimetre
73249,130.0 centimetre
73250,161.0 centimetre
73251,149.0 centimetre
73252,24.0 centimetre
73253,166.0 centimetre
73254,189.0 centimetre
73255,143.0 centimetre
73256,165.0 centimetre
73257,100.0 centimetre
73258,96.0 centimetre
73259,195.0 centimetre
73260,75.0 centimetre
73261,110.0 centimetre
73262,10.0 inch
73263,192.0 centimetre
73264,178.0 inch
73265,45.0 centimetre
73266,14.0 centimetre
73267,56.0 inch
73268,129.0 centimetre
73269,52.0 centimetre
73270,108.0 centimetre
73271,177.0 centimetre
73272,70.0 centimetre
73273,38.0 centimetre
73274,43.0 gram
73275,27.0 centimetre
73276,97.0 centimetre
73277,132.0 centimetre
73278,42.0 gram
73279,47.0 inch
73280,39.0 centimeter 
73281,52.0 watt
73282,78.0 volt
73283,62.0 watt
73284,62.0 centimetre
73285,33.0 centimetre
73286,83.0 centimetre
73287,69.0 centimetre
73288,164.0 centimetre
73289,157.0 centimetre
73290,111.0 watt
73291,25.0 volt
73292,7.0 centimetre
73293,190.0 centimetre
73294,64.0 gram
73295,136.0 centimetre
73296,16.0 millimetre
73297,40.0 inch
73298,155.0 inch
73299,117.0 centimetre
73300,155.0 centimetre
73301,75.0 centimetre
73302,101.0 centimetre
73303,71.0 centimetre
73304,135.0 inch
73305,148.0 centimetre
73306,61.0 gram
73307,13.0 gram
73308,144.0 centimetre
73309,7.0 centimetre
73310,162.0 metre
73311,60.0 gram
73312,163.0 centimetre
73313,100.0 millimetre
73314,39.0 inch
73315,165.0 inch
73316,140.0 centimetre
73317,79.0 centimetre
73318,9.0 kilogram
73319,6.0 centimetre
73320,122.0 kilogram
73321,191.0 centimetre
73322,20.0 inch
73323,171.0 centimetre
73324,183.0 inch
73325,72.0 gram
73326,120.0 inch
73327,106.0 centimetre
73328,11.0 centimetre
73329,14.0 centimetre
73330,26.0 gram
73331,168.0 centimetre
73332,80.0 kilogram
73333,91.0 gram
73334,83.0 gram
73335,153.0 centimetre
73336,46.0 centimetre
73337,45.0 centimetre
73338,193.0 centimetre
73339,42.0 centimetre
73340,101.0 centimetre
73341,41.0 centimetre
73342,171.0 centimetre
73343,7.0 millimetre
73344,157.0 millimetre
73345,41.0 millimetre
73346,128.0 inch
73347,61.0 centimetre
73348,95.0 inch
73349,64.0 inch
73350,84.0 inch
73351,143.0 centimetre
73352,28.0 inch
73353,151.0 volt
73354,175.0 metre
73355,156.0 centimetre
73356,76.0 centimetre
73357,176.0 centimetre
73358,19.0 gram
73359,33.0 centimetre
73360,142.0 centimetre
73361,45.0 inch
73362,189.0 centimetre
73363,105.0 inch
73364,13.0 centimetre
73365,104.0 centimetre
73366,26.0 centimetre
73367,157.0 inch
73368,8.0 inch
73369,38.0 centimetre
73370,148.0 centimetre
73371,91.0 centimetre
73372,112.0 centimetre
73373,164.0 centimetre
73374,76.0 centimetre
73375,51.0 inch
73376,153.0 gram
73377,52.0 millimetre
73378,193.0 centimetre
73379,24.0 centimetre
73380,196.0 centimetre
73381,166.0 centimetre
73382,77.0 centimetre
73383,16.0 centimetre
73384,163.0 centimetre
73385,34.0 inch
73386,179.0 centimetre
73387,15.0 inch
73388,156.0 inch
73389,133.0 centimetre
73390,118.0 centimetre
73391,88.0 centimetre
73392,136.0 watt
73393,111.0 volt
73394,126.0 millimetre
73395,35.0 centimetre
73396,5.0 millimetre
73397,199.0 centimetre
73398,65.0 centimetre
73399,65.0 centimetre
73400,122.0 volt
73401,43.0 centimetre
73402,24.0 centimetre
73403,29.0 volt
73404,46.0 centimetre
73405,62.0 centimetre
73406,106.0 inch
73407,184.0 pound
73408,7.0 centimetre
73409,119.0 gram
73410,41.0 centimetre
73411,194.0 centimetre
73412,17.0 centimetre
73413,113.0 centimetre
73414,82.0 inch
73415,178.0 volt
73416,155.0 inch
73417,57.0 centimetre
73418,145.0 centimetre
73419,89.0 inch
73420,153.0 millimetre
73421,153.0 centimetre
73422,51.0 centimetre
73423,9.0 millimetre
73424,99.0 inch
73425,173.0 inch
73426,101.0 kilogram
73427,102.0 millimetre
73428,49.0 millimetre
73429,134.0 volt
73430,105.0 gram
73431,167.0 inch
73432,25.0 inch
73433,171.0 watt
73434,79.0 volt
73435,59.0 pound
73436,149.0 gram
73437,90.0 inch
73438,33.0 centimetre
73439,186.0 inch
73440,12.0 inch
73441,59.0 centimetre
73442,126.0 centimetre
73443,188.0 volt
73444,56.0 centimetre
73445,65.0 millimetre
73446,74.0 millimetre
73447,27.0 millimetre
73448,172.0 kilogram
73449,199.0 gram
73450,188.0 centimetre
73451,182.0 centimetre
73452,150.0 centimetre
73453,185.0 millimetre
73454,72.0 millimetre
73455,74.0 millimetre
73456,81.0 centimetre
73457,26.0 centimetre
73458,134.0 inch
73459,191.0 centimetre
73460,29.0 centimetre
73461,138.0 inch
73462,28.0 centimetre
73463,189.0 centimetre
73464,161.0 centimetre
73465,116.0 centimetre
73466,150.0 centimetre
73467,156.0 centimetre
73468,183.0 centimetre
73469,160.0 gram
73470,8.0 centimetre
73471,131.0 millimetre
73472,47.0 centimetre
73473,128.0 centimetre
73474,20.0 millimetre
73475,142.0 gram
73476,125.0 centimetre
73477,12.0 millimetre
73478,91.0 centimetre
73479,120.0 inch
73480,157.0 centimetre
73481,83.0 volt
73482,13.0 centimetre
73483,46.0 centimetre
73484,58.0 inch
73485,100.0 inch
73486,104.0 centimetre
73487,189.0 inch
73488,118.0 centimetre
73489,50.0 centimetre
73490,39.0 milligram
73491,122.0 inch
73492,178.0 centimetre
73493,32.0 gram
73494,51.0 watt
73495,59.0 volt
73496,188.0 centimetre
73497,88.0 centimetre
73498,167.0 millimetre
73499,83.0 inch
73500,21.0 centimetre
73501,191.0 centimetre
73502,186.0 centimetre
73503,38.0 inch
73504,81.0 centimetre
73505,164.0 inch
73506,149.0 centimetre
73507,16.0 inch
73508,79.0 watt
73509,107.0 volt
73510,37.0 gram
73511,25.0 centimetre
73512,176.0 inch
73513,26.0 kilogram
73514,156.0 millimetre
73515,56.0 millimetre
73516,53.0 millimetre
73517,51.0 centimetre
73518,176.0 centimetre
73519,84.0 centimetre
73520,195.0 centimetre
73521,91.0 inch
73522,144.0 inch
73523,73.0 inch
73524,182.0 centimetre
73525,103.0 centimetre
73526,88.0 centimetre
73527,170.0 inch
73528,64.0 centimetre
73529,48.0 centimetre
73530,26.0 inch
73531,47.0 centimetre
73532,105.0 centimetre
73533,8.0 inch
73534,37.0 centimetre
73535,34.0 volt
73536,9.0 centimetre
73537,148.0 millimetre
73538,124.0 centimetre
73539,182.0 kilogram
73540,148.0 centimetre
73541,52.0 centimetre
73542,68.0 inch
73543,175.0 centimetre
73544,59.0 fluid ounce
73545,86.0 centimetre
73546,183.0 inch
73547,110.0 centimetre
73548,77.0 centimetre
73549,137.0 centimetre
73550,49.0 centimetre
73551,101.0 centimetre
73552,94.0 millimetre
73553,112.0 millimetre
73554,89.0 gram
73555,68.0 centimetre
73556,71.0 centimetre
73557,124.0 centimetre
73558,5.0 centimetre
73559,26.0 centimetre
73560,170.0 centimetre
73561,88.0 inch
73562,174.0 centimetre
73563,161.0 gram
73564,115.0 inch
73565,167.0 watt
73566,20.0 kilogram
73567,148.0 inch
73568,86.0 gram
73569,200.0 volt
73570,40.0 watt
73571,81.0 centimetre
73572,92.0 centimetre
73573,56.0 centimetre
73574,117.0 centimetre
73575,53.0 centimetre
73576,146.0 centimetre
73577,61.0 centimetre
73578,97.0 centimetre
73579,85.0 centimetre
73580,132.0 centimetre
73581,77.0 kilogram
73582,41.0 centimetre
73583,26.0 centimetre
73584,23.0 centimetre
73585,200.0 centimetre
73586,142.0 centimetre
73587,87.0 volt
73588,19.0 inch
73589,122.0 volt
73590,49.0 inch
73591,80.0 watt
73592,113.0 volt
73593,47.0 centimetre
73594,184.0 centimetre
73595,175.0 centimetre
73596,70.0 centimetre
73597,129.0 gram
73598,27.0 centimetre
73599,177.0 centimetre
73600,110.0 gram
73601,133.0 centimetre
73602,10.0 centimetre
73603,188.0 centimetre
73604,87.0 inch
73605,94.0 centimetre
73606,30.0 centimetre
73607,41.0 centimetre
73608,19.0 centimetre
73609,147.0 centimetre
73610,32.0 gram
73611,112.0 volt
73612,29.0 centimetre
73613,37.0 centimetre
73614,22.0 centimetre
73615,15.0 centimetre
73616,132.0 millimetre
73617,38.0 centimetre
73618,126.0 inch
73619,153.0 inch
73620,74.0 centimetre
73621,110.0 millimetre
73622,119.0 centimetre
73623,193.0 centimetre
73624,27.0 centimetre
73625,16.0 gram
73626,41.0 centimetre
73627,67.0 centimetre
73628,27.0 centimetre
73629,40.0 centimetre
73630,54.0 centimetre
73631,100.0 centimetre
73632,146.0 centimetre
73633,18.0 volt
73634,68.0 volt
73635,17.0 watt
73636,71.0 centimetre
73637,39.0 millilitre
73638,10.0 centimetre
73639,75.0 centimetre
73640,55.0 centimetre
73641,163.0 centimetre
73642,141.0 millimetre
73643,158.0 millimetre
73644,95.0 millimetre
73645,95.0 millimetre
73646,105.0 millimetre
73647,199.0 pound
73648,32.0 gram
73649,25.0 centimetre
73650,63.0 watt
73651,167.0 volt
73652,117.0 centimetre
73653,134.0 inch
73654,41.0 inch
73655,41.0 centimetre
73656,34.0 centimetre
73657,27.0 centimetre
73658,22.0 volt
73659,75.0 watt
73660,101.0 centimetre
73661,110.0 centimetre
73662,110.0 centimetre
73663,160.0 centimetre
73664,166.0 kilogram
73665,75.0 milligram
73666,75.0 centimetre
73667,55.0 centimetre
73668,87.0 centimetre
73669,178.0 centimetre
73670,75.0 centimetre
73671,108.0 inch
73672,156.0 inch
73673,80.0 centimetre
73674,128.0 inch
73675,127.0 centimetre
73676,46.0 kilogram
73677,191.0 centimetre
73678,62.0 centimetre
73679,105.0 centimetre
73680,131.0 gram
73681,200.0 centimetre
73682,163.0 inch
73683,87.0 volt
73684,26.0 centimetre
73685,195.0 inch
73686,45.0 centimetre
73687,124.0 centimetre
73688,9.0 millimetre
73689,184.0 millimetre
73690,181.0 millimetre
73691,170.0 inch
73692,44.0 centimetre
73693,75.0 centimetre
73694,96.0 centimetre
73695,20.0 centimetre
73696,17.0 gram
73697,188.0 centimetre
73698,132.0 centimetre
73699,33.0 centimetre
73700,166.0 millimetre
73701,10.0 centimetre
73702,173.0 centimetre
73703,42.0 centimetre
73704,90.0 centimetre
73705,13.0 centimetre
73706,193.0 centimetre
73707,76.0 centimetre
73708,115.0 inch
73709,176.0 centimetre
73710,112.0 gram
73711,98.0 watt
73712,75.0 litre
73713,114.0 gram
73714,154.0 centimetre
73715,87.0 centimetre
73716,93.0 centimetre
73717,178.0 centimetre
73718,160.0 centimetre
73719,191.0 centimetre
73720,55.0 centimetre
73721,24.0 centimetre
73722,51.0 centimetre
73723,53.0 inch
73724,12.0 millimetre
73725,15.0 centimetre
73726,180.0 centimetre
73727,180.0 centimetre
73728,100.0 inch
73729,150.0 centimetre
73730,157.0 centimetre
73731,38.0 centimetre
73732,150.0 gram
73733,43.0 ounce
73734,161.0 gram
73735,85.0 gram
73736,80.0 centimetre
73737,194.0 centimetre
73738,146.0 gram
73739,184.0 centimetre
73740,47.0 centimetre
73741,122.0 inch
73742,33.0 centimetre
73743,62.0 inch
73744,163.0 centimetre
73745,15.0 centimetre
73746,25.0 inch
73747,17.0 inch
73748,71.0 gram
73749,151.0 centimetre
73750,56.0 centimetre
73751,67.0 centimetre
73752,196.0 millimetre
73753,34.0 millimetre
73754,68.0 millimetre
73755,21.0 volt
73756,193.0 centimetre
73757,17.0 centimetre
73758,129.0 centimetre
73759,154.0 centimetre
73760,26.0 millimetre
73761,112.0 centimetre
73762,16.0 centimetre
73763,62.0 centimetre
73764,146.0 watt
73765,106.0 volt
73766,110.0 inch
73767,17.0 inch
73768,80.0 volt
73769,89.0 gram
73770,99.0 volt
73771,64.0 millimetre
73772,104.0 centimetre
73773,142.0 centimetre
73774,95.0 centimetre
73775,158.0 centimetre
73776,20.0 volt
73777,34.0 centimetre
73778,124.0 inch
73779,164.0 centimetre
73780,35.0 centimetre
73781,75.0 centimetre
73782,12.0 centimetre
73783,103.0 centimetre
73784,25.0 millimetre
73785,18.0 millimetre
73786,132.0 centimetre
73787,186.0 centimetre
73788,125.0 kilogram
73789,59.0 centimetre
73790,190.0 centimetre
73791,5.0 centimetre
73792,182.0 centimetre
73793,98.0 centimetre
73794,77.0 centimetre
73795,196.0 inch
73796,26.0 gram
73797,155.0 centimetre
73798,41.0 centimetre
73799,184.0 centimetre
73800,56.0 centimetre
73801,129.0 gram
73802,103.0 centimetre
73803,162.0 centimetre
73804,149.0 centimetre
73805,69.0 millilitre
73806,139.0 gram
73807,144.0 inch
73808,86.0 centimetre
73809,151.0 centimetre
73810,132.0 foot
73811,41.0 centimetre
73812,62.0 volt
73813,119.0 centimetre
73814,7.0 centimetre
73815,110.0 centimetre
73816,158.0 centimetre
73817,180.0 centimetre
73818,87.0 centimeter 
73819,197.0 watt
73820,186.0 centimetre
73821,63.0 centimetre
73822,170.0 centimetre
73823,12.0 centimetre
73824,174.0 centimetre
73825,11.0 centimetre
73826,53.0 centimetre
73827,122.0 gram
73828,163.0 centimetre
73829,79.0 centimetre
73830,123.0 inch
73831,112.0 centimetre
73832,115.0 centimetre
73833,58.0 volt
73834,15.0 centimetre
73835,57.0 centimetre
73836,107.0 centimetre
73837,54.0 centimetre
73838,129.0 centimetre
73839,69.0 centimetre
73840,14.0 centimetre
73841,24.0 centimetre
73842,128.0 inch
73843,16.0 inch
73844,120.0 watt
73845,119.0 volt
73846,126.0 gram
73847,131.0 centimetre
73848,58.0 centimetre
73849,176.0 centimetre
73850,51.0 centimetre
73851,104.0 centimetre
73852,163.0 centimetre
73853,160.0 inch
73854,130.0 inch
73855,196.0 centimetre
73856,120.0 centimetre
73857,54.0 centimetre
73858,107.0 inch
73859,45.0 inch
73860,157.0 millimetre
73861,85.0 centimetre
73862,78.0 inch
73863,130.0 centimetre
73864,61.0 centimetre
73865,103.0 centimetre
73866,93.0 centimetre
73867,14.0 centimetre
73868,81.0 watt
73869,179.0 gram
73870,97.0 centimetre
73871,41.0 centimetre
73872,71.0 centimetre
73873,37.0 millimetre
73874,144.0 centimetre
73875,140.0 centimetre
73876,126.0 gram
73877,125.0 kilogram
73878,16.0 centimetre
73879,51.0 watt
73880,173.0 volt
73881,165.0 centimetre
73882,198.0 millimetre
73883,64.0 centimetre
73884,13.0 inch
73885,154.0 inch
73886,181.0 centimetre
73887,151.0 centimetre
73888,31.0 centimetre
73889,120.0 centimetre
73890,49.0 centimetre
73891,28.0 centimetre
73892,116.0 centimetre
73893,92.0 inch
73894,28.0 inch
73895,87.0 millimetre
73896,123.0 centimetre
73897,129.0 inch
73898,157.0 millimetre
73899,63.0 millimetre
73900,35.0 millimetre
73901,180.0 inch
73902,65.0 millimetre
73903,94.0 inch
73904,58.0 centimetre
73905,103.0 millilitre
73906,166.0 centimetre
73907,152.0 inch
73908,150.0 millimetre
73909,48.0 inch
73910,15.0 centimetre
73911,92.0 millilitre
73912,125.0 volt
73913,117.0 gram
73914,31.0 inch
73915,126.0 inch
73916,88.0 kilogram
73917,31.0 millimetre
73918,68.0 centimetre
73919,11.0 centimetre
73920,17.0 gram
73921,178.0 centimetre
73922,84.0 centimetre
73923,95.0 centimetre
73924,164.0 inch
73925,116.0 inch
73926,159.0 centimetre
73927,139.0 centimetre
73928,169.0 inch
73929,39.0 inch
73930,106.0 centimetre
73931,68.0 centimetre
73932,175.0 centimetre
73933,146.0 milligram
73934,143.0 centimetre
73935,50.0 centimetre
73936,95.0 centimetre
73937,106.0 centimetre
73938,37.0 centimetre
73939,49.0 centimetre
73940,31.0 volt
73941,184.0 centimetre
73942,20.0 centimetre
73943,83.0 gram
73944,81.0 kilogram
73945,126.0 centimetre
73946,38.0 centimetre
73947,95.0 inch
73948,191.0 watt
73949,162.0 centimeter 
73950,115.0 centimetre
73951,19.0 centimetre
73952,65.0 centimetre
73953,126.0 millimetre
73954,115.0 centimetre
73955,120.0 centimetre
73956,73.0 centimetre
73957,188.0 centimetre
73958,172.0 centimetre
73959,21.0 centimetre
73960,60.0 centimetre
73961,101.0 inch
73962,86.0 inch
73963,71.0 inch
73964,173.0 centimetre
73965,158.0 kilogram
73966,114.0 millimetre
73967,178.0 centimetre
73968,50.0 centimetre
73969,89.0 kilogram
73970,89.0 watt
73971,109.0 inch
73972,39.0 inch
73973,72.0 centimetre
73974,132.0 centimetre
73975,111.0 millimetre
73976,138.0 gram
73977,72.0 inch
73978,85.0 centimetre
73979,35.0 centimetre
73980,126.0 centimetre
73981,175.0 centimetre
73982,14.0 volt
73983,53.0 centimetre
73984,173.0 centimetre
73985,168.0 centimetre
73986,178.0 inch
73987,161.0 centimetre
73988,22.0 inch
73989,200.0 centimetre
73990,22.0 inch
73991,69.0 inch
73992,108.0 gram
73993,66.0 centimetre
73994,37.0 centimetre
73995,19.0 pound
73996,10.0 centimetre
73997,184.0 centimetre
73998,116.0 gram
73999,195.0 millimetre
74000,6.0 centimetre
74001,186.0 centimetre
74002,71.0 centimetre
74003,122.0 centimetre
74004,173.0 centimetre
74005,47.0 centimetre
74006,161.0 centimetre
74007,74.0 centimetre
74008,103.0 centimetre
74009,189.0 milligram
74010,123.0 inch
74011,62.0 centimetre
74012,184.0 centimetre
74013,119.0 millimetre
74014,6.0 watt
74015,125.0 gram
74016,138.0 centimetre
74017,84.0 volt
74018,188.0 gram
74019,8.0 watt
74020,10.0 centimetre
74021,106.0 centimetre
74022,164.0 centimetre
74023,131.0 inch
74024,138.0 centimetre
74025,170.0 centimetre
74026,116.0 inch
74027,149.0 centimetre
74028,30.0 metre
74029,16.0 centimetre
74030,21.0 centimetre
74031,22.0 centimetre
74032,103.0 kilogram
74033,53.0 gram
74034,38.0 centimetre
74035,69.0 centimetre
74036,14.0 centimetre
74037,137.0 centimetre
74038,126.0 centimetre
74039,122.0 gram
74040,21.0 centimetre
74041,62.0 litre
74042,67.0 centimetre
74043,197.0 inch
74044,184.0 inch
74045,81.0 centimetre
74046,41.0 inch
74047,61.0 centimetre
74048,37.0 inch
74049,181.0 volt
74050,189.0 pound
74051,9.0 kilogram
74052,13.0 centimetre
74053,177.0 inch
74054,126.0 centimetre
74055,192.0 watt
74056,115.0 centimeter 
74057,125.0 centimetre
74058,148.0 centimetre
74059,134.0 gram
74060,10.0 centimetre
74061,179.0 centimetre
74062,90.0 centimetre
74063,75.0 centimetre
74064,39.0 kilogram
74065,45.0 centimetre
74066,117.0 centimetre
74067,174.0 kilogram
74068,102.0 inch
74069,12.0 centimetre
74070,121.0 kilogram
74071,114.0 centimetre
74072,59.0 centimetre
74073,84.0 centimetre
74074,188.0 inch
74075,194.0 inch
74076,156.0 centimetre
74077,189.0 millimetre
74078,139.0 centimetre
74079,72.0 centimetre
74080,120.0 centimetre
74081,36.0 centimetre
74082,159.0 centimetre
74083,112.0 centimetre
74084,32.0 centimetre
74085,32.0 inch
74086,154.0 inch
74087,120.0 gram
74088,181.0 inch
74089,42.0 centimetre
74090,149.0 centimetre
74091,54.0 centimetre
74092,69.0 centimetre
74093,19.0 millimetre
74094,176.0 millimetre
74095,104.0 millimetre
74096,86.0 centimetre
74097,148.0 millimetre
74098,22.0 millimetre
74099,112.0 millimetre
74100,55.0 centimetre
74101,90.0 centimetre
74102,158.0 centimetre
74103,198.0 centimetre
74104,81.0 centimetre
74105,75.0 centimetre
74106,80.0 centimetre
74107,91.0 centimetre
74108,174.0 centimetre
74109,88.0 centimetre
74110,120.0 centimetre
74111,127.0 centimetre
74112,56.0 centimetre
74113,136.0 inch
74114,61.0 centimetre
74115,69.0 inch
74116,16.0 centimetre
74117,103.0 centimetre
74118,50.0 centimetre
74119,66.0 inch
74120,185.0 inch
74121,33.0 inch
74122,200.0 inch
74123,14.0 centimetre
74124,134.0 kilogram
74125,141.0 inch
74126,182.0 ounce
74127,80.0 centimetre
74128,109.0 inch
74129,24.0 millimetre
74130,13.0 millimetre
74131,165.0 millimetre
74132,133.0 centimetre
74133,105.0 millimetre
74134,171.0 inch
74135,55.0 centimetre
74136,141.0 inch
74137,173.0 centimetre
74138,20.0 centimetre
74139,164.0 centimetre
74140,197.0 centimetre
74141,133.0 centimetre
74142,96.0 centimetre
74143,187.0 kilogram
74144,128.0 centimetre
74145,36.0 centimetre
74146,134.0 millimetre
74147,50.0 pound
74148,34.0 watt
74149,180.0 centimeter 
74150,171.0 inch
74151,42.0 centimetre
74152,36.0 centimetre
74153,85.0 watt
74154,111.0 volt
74155,161.0 centimetre
74156,95.0 millimetre
74157,50.0 centimetre
74158,86.0 centimetre
74159,88.0 kilogram
74160,128.0 centimetre
74161,65.0 centimetre
74162,156.0 centimetre
74163,20.0 inch
74164,15.0 centimetre
74165,181.0 centimetre
74166,140.0 centimetre
74167,110.0 centimetre
74168,60.0 centimetre
74169,81.0 centimetre
74170,18.0 centimetre
74171,63.0 centimetre
74172,49.0 centimetre
74173,42.0 centimetre
74174,15.0 centimetre
74175,150.0 centimetre
74176,109.0 centimetre
74177,64.0 inch
74178,17.0 gram
74179,129.0 centimetre
74180,14.0 centimetre
74181,141.0 centimetre
74182,42.0 centimetre
74183,50.0 centimetre
74184,178.0 centimetre
74185,73.0 centimetre
74186,28.0 kilogram
74187,109.0 kilogram
74188,90.0 centimetre
74189,43.0 centimetre
74190,148.0 centimetre
74191,51.0 centimetre
74192,145.0 centimetre
74193,125.0 centimetre
74194,149.0 centimetre
74195,178.0 centimetre
74196,157.0 centimetre
74197,95.0 centimetre
74198,81.0 centimetre
74199,40.0 inch
74200,186.0 centimetre
74201,128.0 millimetre
74202,148.0 millimetre
74203,8.0 centimetre
74204,17.0 centimetre
74205,59.0 centimetre
74206,64.0 centimetre
74207,78.0 inch
74208,148.0 centimetre
74209,143.0 centimetre
74210,137.0 pound
74211,154.0 inch
74212,31.0 centimetre
74213,87.0 centimetre
74214,17.0 inch
74215,132.0 inch
74216,152.0 inch
74217,61.0 centimetre
74218,41.0 centimetre
74219,140.0 gram
74220,177.0 inch
74221,142.0 centimetre
74222,144.0 gram
74223,28.0 centimetre
74224,30.0 centimetre
74225,37.0 centimetre
74226,179.0 centimetre
74227,178.0 inch
74228,113.0 centimetre
74229,10.0 inch
74230,190.0 centimetre
74231,120.0 gram
74232,194.0 centimetre
74233,196.0 centimetre
74234,128.0 centimetre
74235,134.0 kilogram
74236,135.0 volt
74237,36.0 centimetre
74238,24.0 centimetre
74239,16.0 centimetre
74240,129.0 centimetre
74241,21.0 volt
74242,135.0 gram
74243,154.0 centimetre
74244,81.0 inch
74245,89.0 inch
74246,31.0 centimetre
74247,14.0 centimetre
74248,21.0 centimetre
74249,48.0 centimetre
74250,171.0 centimetre
74251,44.0 kilogram
74252,28.0 centimetre
74253,126.0 centimetre
74254,45.0 centimetre
74255,179.0 inch
74256,89.0 centimetre
74257,139.0 centimetre
74258,66.0 centimetre
74259,199.0 inch
74260,128.0 centimetre
74261,105.0 centimetre
74262,87.0 centimetre
74263,194.0 centimetre
74264,172.0 inch
74265,108.0 watt
74266,187.0 volt
74267,63.0 millimetre
74268,186.0 millimetre
74269,167.0 centimetre
74270,184.0 centimetre
74271,32.0 gram
74272,185.0 centimetre
74273,75.0 centimetre
74274,76.0 centimetre
74275,43.0 centimetre
74276,85.0 centimetre
74277,41.0 inch
74278,137.0 centimetre
74279,184.0 gram
74280,124.0 gram
74281,118.0 centimetre
74282,101.0 centimetre
74283,155.0 centimetre
74284,184.0 gram
74285,127.0 inch
74286,67.0 gram
74287,80.0 centimetre
74288,7.0 centimetre
74289,16.0 gram
74290,183.0 centimetre
74291,133.0 inch
74292,180.0 centimetre
74293,185.0 centimetre
74294,122.0 centimetre
74295,74.0 inch
74296,136.0 inch
74297,129.0 inch
74298,34.0 watt
74299,115.0 volt
74300,101.0 gram
74301,12.0 centimetre
74302,146.0 centimetre
74303,178.0 centimetre
74304,90.0 inch
74305,99.0 pound
74306,141.0 watt
74307,126.0 volt
74308,119.0 inch
74309,181.0 centimetre
74310,134.0 centimetre
74311,149.0 centimetre
74312,108.0 centimetre
74313,145.0 millimetre
74314,28.0 volt
74315,96.0 inch
74316,107.0 milligram
74317,190.0 gram
74318,119.0 centimetre
74319,61.0 centimetre
74320,137.0 inch
74321,138.0 centimetre
74322,87.0 millimetre
74323,198.0 centimetre
74324,142.0 centimetre
74325,196.0 gram
74326,125.0 volt
74327,81.0 watt
74328,149.0 centimetre
74329,176.0 watt
74330,165.0 volt
74331,74.0 centimetre
74332,38.0 millimetre
74333,7.0 millimetre
74334,91.0 milligram
74335,28.0 gram
74336,157.0 millimetre
74337,21.0 millimetre
74338,32.0 centimetre
74339,136.0 centimetre
74340,63.0 centimetre
74341,48.0 centimetre
74342,40.0 inch
